User_ID,Age,Gender,Daily_Screen_Time(hrs),Sleep_Quality(1-10),Stress_Level(1-10),Days_Without_Social_Media,Exercise_Frequency(week),Social_Media_Platform,Happiness_Index(1-10)
U4068,46,Male,1.6,10,8,7,0,Instagram,6
U4069,26,Male,,4,5,0,1,Facebook,5
U4070,44,Female,3.6,4,10,1,6,TikTok,3
U4071,43,Male,2.9,2,,2,6,YouTube,3
U4072,36,Female,6.2,6,9,1,6,Instagram,7
U4073,45,Female,7.1,8,9,0,7,,1
U4074,34,Male,6.7,,8,0,6,LinkedIn,10
U4075,58,Female,4.2,,3,3,3,X (Twitter),6
U4076,59,Male,5.5,1,3,6,3,YouTube,5
U4077,37,Other,6.8,,10,5,3,X (Twitter),1
U4078,57,Female,2.1,4,10,4,7,Instagram,5
U4079,56,Female,3.1,7,3,3,5,X (Twitter),3
U4080,40,Male,9,2,6,6,5,LinkedIn,6
U4081,49,Female,4.1,10,2,3,7,X (Twitter),1
,50,Female,8.2,1,9,7,1,X (Twitter),9
U4083,22,Male,3.3,7,,7,4,TikTok,2
U4084,51,Male,1.4,6,10,7,1,Instagram,8
U4085,57,Male,5.5,3,8,3,2,X (Twitter),6
U4086,28,Other,9,10,10,7,7,LinkedIn,3
U4087,20,Female,8.4,4,4,3,5,YouTube,2
U4088,,Female,3.3,1,4,3,1,TikTok,9
U4089,28,Female,9.2,7,5,7,7,Instagram,2
U4090,33,Male,5.3,9,,2,3,Instagram,4
U4091,35,Male,1.4,1,,6,0,Facebook,2
U4092,47,Male,1.3,,6,7,,Instagram,5
U4093,27,Male,5.4,2,10,5,7,X (Twitter),2
U4094,35,Female,5.9,6,2,4,3,,1
U4095,55,Female,1.7,5,3,4,4,Instagram,3
U4096,36,,9.3,6,4,,4,TikTok,4
U4097,53,Male,,1,,4,1,Instagram,5
U4098,30,Female,8.2,6,9,2,1,,4
U4099,,Female,6.3,6,6,7,6,,2
U4100,27,Female,7,7,5,2,,TikTok,2
U4101,55,Female,4.5,2,5,5,0,Instagram,2
,18,Male,7.1,6,2,2,,Instagram,6
U4103,44,Female,,9,9,0,3,X (Twitter),10
U4104,25,Female,6.8,9,2,4,1,Instagram,3
U4105,59,Female,4.1,2,5,,2,X (Twitter),3
U4106,34,Male,3.6,5,7,3,5,Facebook,6
,26,Male,9.7,7,3,6,7,Instagram,1
U4108,23,Male,2.7,5,8,0,1,LinkedIn,6
U4109,42,Female,8.3,3,5,0,5,,5
U4110,56,Female,5.2,1,10,3,1,TikTok,3
U4111,45,Male,5,7,3,0,4,Facebook,9
U4112,50,Female,7.7,8,3,2,6,Facebook,8
U4113,54,Male,2.3,6,3,0,5,TikTok,3
U4114,26,Male,5.2,7,3,6,1,Facebook,5
U4115,35,Female,,9,4,4,1,TikTok,1
U4116,38,Female,7,2,10,6,2,YouTube,5
U4117,19,Male,1.5,5,1,4,7,X (Twitter),2
U4118,55,Male,1.8,3,3,6,0,Instagram,4
U4119,57,Female,8.6,2,10,5,0,Facebook,3
U4120,53,Male,5,3,10,5,1,,9
U4121,54,Female,2.8,4,5,1,7,TikTok,5
U4122,32,Female,6.3,2,8,,7,Instagram,8
,45,Male,5.7,2,8,7,7,TikTok,1
U4124,35,Male,4.7,,9,3,3,TikTok,6
U4125,51,Female,9.1,3,9,6,1,TikTok,7
,39,Female,7.7,3,6,3,4,Facebook,4
U4127,28,Female,2.4,4,10,4,,YouTube,7
U4128,30,Male,,5,7,2,1,Facebook,6
U4129,21,Female,1.8,3,4,6,6,Instagram,6
U4130,,,3.2,6,3,4,0,YouTube,3
,24,Female,9.2,10,3,2,1,Instagram,3
U4132,41,,5.2,3,2,7,5,Facebook,2
U4133,21,Male,9,8,8,5,7,LinkedIn,3
U4134,45,Female,2.5,4,7,3,2,X (Twitter),7
U4135,32,Male,2.8,5,8,4,6,,2
U4136,18,Female,4.2,3,6,5,2,YouTube,5
U4137,20,Male,4.3,5,10,1,3,X (Twitter),4
U4138,31,Female,7.7,7,10,3,7,TikTok,4
U4139,55,Male,6.4,3,5,1,3,X (Twitter),7
U4140,18,Female,6,3,,,3,X (Twitter),1
U4141,55,Female,6.4,1,8,7,1,TikTok,1
U4142,55,Other,7.6,2,2,3,0,TikTok,7
U4143,38,Female,9,4,1,0,4,Instagram,4
U4144,46,Male,4.7,9,9,5,0,Facebook,1
U4145,22,Male,8.2,3,8,,6,YouTube,2
U4146,27,Male,5.5,,9,0,2,TikTok,4
U4147,45,Female,7.5,5,,7,0,YouTube,5
U4148,38,Male,8.9,9,3,1,1,Instagram,7
U4149,24,Male,1.3,4,8,2,3,X (Twitter),10
U4150,,Male,5.9,4,,6,0,Facebook,2
U4151,37,Female,9.9,6,1,3,,,4
U4152,36,Male,5.5,7,9,7,6,TikTok,5
U4153,52,Male,8.8,6,4,0,7,X (Twitter),4
U4154,21,Male,2.7,4,2,1,2,Facebook,10
U4155,,Female,6.4,7,10,3,6,YouTube,7
U4156,18,Female,8.8,10,3,0,7,X (Twitter),2
U4157,21,Male,,3,6,6,7,LinkedIn,6
U4158,29,Female,5.4,3,,0,4,TikTok,10
U4159,44,Male,1.7,7,6,0,0,YouTube,3
U4160,59,Male,,6,4,7,7,Facebook,4
U4161,40,,5.2,2,1,7,1,YouTube,8
U4162,42,Female,8.6,1,2,6,2,X (Twitter),6
U4163,38,Female,9.4,6,7,1,4,YouTube,10
U4164,41,Male,,9,3,,6,TikTok,7
U4165,,Female,8.4,3,2,5,6,Facebook,3
U4166,49,Male,,,,5,6,YouTube,9
U4167,49,,7.3,6,4,7,5,,1
U4168,22,,7.9,4,1,6,6,Instagram,1
U4169,53,Female,5.5,10,9,,2,X (Twitter),5
U4170,59,Female,5.1,10,9,0,4,TikTok,4
U4171,59,,2.4,10,5,2,2,,5
U4172,56,Other,8.6,2,8,5,1,YouTube,1
U4173,33,Female,1.4,9,6,2,1,Instagram,6
,50,Male,3.4,5,7,7,2,X (Twitter),4
U4175,38,Male,5.7,5,6,4,5,,1
U4176,26,Male,9.7,2,7,0,,,5
,23,Female,8.1,5,,5,5,X (Twitter),4
U4178,52,Male,4.3,6,3,7,3,LinkedIn,2
U4179,56,Female,7.4,2,10,6,1,,5
,39,Female,,1,3,3,1,TikTok,2
U4181,58,,5.8,6,10,4,4,,3
,,Male,5.2,9,6,3,6,X (Twitter),6
U4183,59,Female,6,9,1,2,4,,1
U4184,40,,3.8,9,9,6,7,YouTube,7
U4185,34,Female,9.2,5,9,6,0,LinkedIn,2
U4186,29,Female,8.2,10,4,5,0,YouTube,8
U4187,40,Male,7.3,1,2,4,1,Facebook,3
U4188,33,Female,6.3,3,7,1,7,Facebook,9
U4189,20,Male,9.7,8,7,4,5,Facebook,1
U4190,47,Female,3.7,9,6,4,,,4
U4191,39,Male,3.5,4,8,6,7,X (Twitter),6
U4192,26,,3.2,3,,2,1,LinkedIn,7
,46,Male,7.7,2,2,0,6,YouTube,8
U4194,54,Female,,,10,2,2,X (Twitter),7
U4195,40,Male,6.4,2,1,,3,,2
U4196,30,Male,6.9,9,3,2,2,X (Twitter),5
U4197,49,Female,4.1,10,8,3,5,TikTok,3
U4198,40,Male,1.4,9,,5,5,Facebook,8
U4199,34,Female,3.3,3,7,7,1,X (Twitter),4
U4200,57,Male,6.3,4,2,7,4,X (Twitter),9
U4201,38,Male,8.3,9,3,1,0,,10
U4202,19,Female,,1,7,3,5,LinkedIn,7
U4203,54,Female,2.6,7,8,4,,Facebook,4
U4204,23,Female,1.5,2,9,6,4,TikTok,5
U4205,35,Female,8.7,9,6,7,7,Facebook,10
U4206,47,Male,1.7,3,10,7,1,YouTube,8
,39,Male,4.5,6,3,2,3,Facebook,7
U4208,50,Male,1.8,5,9,6,5,Facebook,8
U4209,47,,6.1,2,5,5,3,LinkedIn,5
U4210,34,Female,4.3,9,4,0,0,Instagram,1
U4211,49,Male,2.8,3,9,2,3,LinkedIn,9
U4212,59,Male,6.4,6,10,,1,Instagram,4
U4213,31,Male,4.3,9,,5,,TikTok,1
U4214,27,Other,2.5,8,10,1,,Facebook,9
U4215,,Female,7.3,10,4,6,0,,4
U4216,51,Male,8.5,5,6,3,1,Facebook,3
,26,Female,3.5,6,6,2,3,X (Twitter),6
U4218,59,Male,2.7,3,10,5,5,Instagram,6
U4219,45,Female,1.7,5,5,7,1,Instagram,6
U4220,28,Female,5.8,6,10,7,4,Instagram,2
U4221,31,Male,8.5,3,7,1,3,Facebook,7
U4222,56,Female,3.3,10,5,0,5,X (Twitter),5
U4223,36,Female,5.1,2,6,3,2,Facebook,8
U4224,32,Male,2.4,10,1,5,7,Instagram,5
U4225,45,Female,4.6,9,8,7,2,X (Twitter),4
U4226,41,Male,1.1,7,5,3,6,LinkedIn,5
,25,Female,9.2,4,5,5,4,,4
U4228,26,Male,7.1,3,10,7,2,LinkedIn,4
U4229,50,Male,4,4,6,4,,,9
U4230,50,Female,8.9,,6,,0,X (Twitter),5
U4231,36,Female,2.6,9,8,1,5,,6
U4232,20,Male,1.7,6,4,,5,YouTube,9
U4233,27,Other,9.5,9,4,,1,Instagram,10
U4234,57,Male,3.8,9,3,0,6,YouTube,5
,59,Male,9.4,6,9,6,5,Facebook,4
,18,Female,6.7,5,,5,3,TikTok,8
U4237,46,Male,9.8,3,5,3,6,LinkedIn,3
U4238,51,Male,7.8,1,8,3,5,YouTube,10
U4239,30,Female,1.9,4,,,2,YouTube,9
,18,Male,8.7,1,5,3,3,Instagram,5
U4241,51,Other,2.3,1,9,0,4,X (Twitter),5
U4242,,Male,7.2,6,9,5,2,Instagram,9
U4243,30,Female,5.5,5,8,4,0,Instagram,2
U4244,46,Male,7.4,7,10,5,3,Facebook,1
U4245,56,Male,7.9,1,3,,4,TikTok,1
U4246,41,Female,8.2,1,9,1,7,LinkedIn,1
U4247,,Female,8.5,,6,0,0,,8
U4248,,Female,8.6,6,9,7,7,LinkedIn,5
,,Male,4.7,8,1,1,5,X (Twitter),2
U4250,30,Female,,6,1,6,5,YouTube,10
U4251,22,Male,7.5,6,6,6,1,TikTok,7
U4252,43,Female,,10,4,7,4,Facebook,8
,20,Female,9.9,,5,6,0,Facebook,5
U4254,24,Male,2,2,5,0,7,X (Twitter),5
U4255,56,Female,4.3,3,3,5,3,YouTube,4
U4256,18,Male,8.3,4,9,5,6,YouTube,7
U4257,34,Female,1.8,1,1,4,6,TikTok,8
,42,Female,5.9,9,6,2,0,TikTok,9
U4259,20,Male,8.7,9,2,4,4,Instagram,6
U4260,32,Female,1.2,4,2,5,1,X (Twitter),2
,46,Male,9.5,1,9,,1,TikTok,2
U4262,49,Female,9.8,1,10,1,6,X (Twitter),3
U4263,43,Male,3.9,6,2,5,7,LinkedIn,5
,33,Female,7.9,2,9,3,7,,8
U4265,42,Male,2.1,1,8,5,7,TikTok,8
U4266,45,Male,8,10,7,2,4,LinkedIn,9
U4267,26,Female,5.3,2,8,4,5,X (Twitter),1
U4268,18,Male,8.7,7,9,,3,LinkedIn,5
U4269,46,Male,2.9,4,10,5,1,Instagram,8
U4270,39,Female,7.1,7,9,6,7,Facebook,10
U4271,33,Female,8.1,7,,7,2,,3
U4272,58,Female,2.8,4,10,4,5,YouTube,3
U4273,58,Male,8.4,,1,1,2,Instagram,6
U4274,24,Female,9.6,9,8,2,1,Facebook,4
U4275,31,Male,6.5,10,10,7,3,Instagram,8
U4276,46,Female,,10,4,7,3,TikTok,7
U4277,36,Female,,,5,7,7,YouTube,1
U4278,36,,6.4,1,6,4,3,LinkedIn,8
U4279,19,Male,1.1,8,6,2,,LinkedIn,5
U4280,58,Female,5.7,4,7,2,3,Instagram,6
U4281,32,Female,6.2,9,10,4,7,TikTok,7
U4282,,Female,7,8,3,7,0,TikTok,5
U4283,28,Male,2.5,,2,5,1,YouTube,9
U4284,47,Female,3.2,9,9,2,6,LinkedIn,8
U4285,57,Female,7.8,2,2,5,4,LinkedIn,7
U4286,35,Male,2.5,4,9,7,5,X (Twitter),8
U4287,19,Male,4.7,5,10,0,2,LinkedIn,3
U4288,49,Male,3.3,5,4,1,1,LinkedIn,4
U4289,25,Male,5.9,1,1,2,6,YouTube,2
U4290,39,Male,9.9,,3,2,6,LinkedIn,1
U4291,23,Male,8.7,9,10,0,2,LinkedIn,3
U4292,29,Female,3.4,5,2,3,1,TikTok,8
U4293,57,Female,4.3,10,4,6,1,Instagram,8
U4294,53,Male,9.3,3,,2,2,Facebook,1
U4295,32,Female,,8,10,4,6,Facebook,8
U4296,45,Female,2.4,7,6,5,7,TikTok,3
U4297,35,Male,8.5,5,10,7,6,Instagram,7
U4298,19,Male,3.7,,1,5,7,YouTube,1
U4299,30,Female,5.9,7,5,3,3,Facebook,4
U4300,,Female,1,1,9,5,7,TikTok,3
U4301,37,Female,10,1,1,5,2,X (Twitter),2
U4302,46,Female,7.8,,4,6,2,Facebook,10
U4303,,Male,3.2,6,2,5,6,,10
U4304,46,,7.2,7,2,3,2,LinkedIn,5
U4305,20,Male,3.6,2,5,0,7,TikTok,4
U4306,36,Male,1.8,8,2,4,6,X (Twitter),1
U4307,20,Male,4.8,7,5,5,,TikTok,9
U4308,31,,6.5,5,1,3,7,Facebook,7
U4309,57,Female,1.8,8,,7,7,TikTok,6
U4310,,Female,5.7,,3,2,1,Facebook,7
U4311,28,Other,5.6,6,,0,4,,10
U4312,48,Male,6.7,4,4,0,7,LinkedIn,1
U4313,49,Other,3.2,7,1,6,7,LinkedIn,6
U4314,44,Female,1.2,6,3,0,4,LinkedIn,1
U4315,47,Male,,6,1,7,1,TikTok,8
U4316,19,Female,,,8,5,2,,4
U4317,26,Female,6.7,5,5,1,1,YouTube,6
U4318,45,Male,9.4,2,1,3,,TikTok,2
U4319,48,Female,2.8,7,2,5,0,Instagram,10
U4320,51,Female,7.2,7,9,6,1,Facebook,2
U4321,32,,1.9,8,,4,0,,2
U4322,42,Female,2.7,4,,4,5,Instagram,6
U4323,53,Male,,9,1,6,5,TikTok,3
U4324,25,Female,7.4,10,2,1,4,YouTube,9
U4325,26,Female,8.7,3,7,5,4,YouTube,3
U4326,,Male,7.7,3,8,2,,TikTok,3
U4327,56,Male,1.1,2,5,,2,YouTube,3
U4328,49,Female,7.2,10,4,0,0,LinkedIn,7
,34,Male,8.4,7,10,1,7,YouTube,1
U4330,,Female,5.7,,4,1,7,LinkedIn,3
U4331,54,Female,9.7,2,5,3,0,YouTube,8
U4332,36,Male,1,7,7,4,0,X (Twitter),3
U4333,46,Male,,3,7,5,1,LinkedIn,8
U4334,24,Male,4,1,4,3,7,Instagram,1
U4335,45,Female,,,1,4,2,LinkedIn,4
U4336,26,Female,7.2,8,5,3,,LinkedIn,2
U4337,45,,,10,7,,6,LinkedIn,8
U4338,23,Male,10,1,4,5,4,Facebook,8
U4339,46,Female,1.9,6,7,1,5,LinkedIn,5
U4340,34,Female,2.4,4,8,,7,X (Twitter),3
U4341,33,Male,9,5,2,3,1,Facebook,10
U4342,40,Female,2.1,8,,,2,TikTok,2
U4343,48,Male,4.4,8,5,2,7,LinkedIn,7
U4344,20,Female,7.6,7,3,,6,LinkedIn,7
U4345,38,Male,8.1,5,4,1,7,X (Twitter),5
U4346,43,Male,9.6,6,,4,4,Instagram,5
U4347,53,Female,,,4,7,0,LinkedIn,6
U4348,59,Female,8.6,5,4,4,0,Facebook,6
U4349,54,Male,9.5,3,4,4,7,X (Twitter),7
U4350,39,Female,6,9,3,6,5,TikTok,10
U4351,59,Female,4.1,9,2,1,0,LinkedIn,10
U4352,29,Male,7.9,10,4,5,7,Facebook,5
,59,Female,2.5,1,8,6,3,,5
U4354,30,Female,1.6,7,3,3,0,Instagram,3
U4355,28,Female,8.1,4,6,4,7,Facebook,4
U4356,33,Male,9.6,6,2,6,,LinkedIn,2
U4357,25,,5,7,1,2,4,Instagram,2
U4358,57,Female,2.5,8,7,5,1,Facebook,10
U4359,57,Female,5.5,5,6,7,6,,1
U4360,19,Male,4.5,5,10,2,1,LinkedIn,1
,47,Female,4.4,6,4,0,7,,7
U4362,47,Male,6.7,7,7,2,3,Facebook,9
,29,Female,2.6,5,6,0,3,Facebook,10
U4364,27,Other,4.4,5,2,7,4,Facebook,4
U4365,,Male,8.8,4,4,6,2,Facebook,9
U4366,32,Male,7.6,1,9,4,7,X (Twitter),4
U4367,33,Female,,7,8,,3,Instagram,9
U4368,34,Female,,7,6,1,5,Instagram,9
U4369,43,Male,1.8,6,,6,7,YouTube,7
U4370,19,Female,9.6,10,7,1,3,X (Twitter),7
U4371,29,Female,3.2,2,1,6,4,Instagram,9
,43,Female,9.4,2,8,4,5,X (Twitter),7
U4373,40,Female,8.5,6,3,4,1,Facebook,7
U4374,35,Male,,9,9,3,7,Facebook,3
U4375,49,Female,4,5,5,5,4,Instagram,7
U4376,55,Male,8.7,7,6,7,0,,5
U4377,20,Male,2.4,2,4,2,2,Instagram,2
U4378,55,Male,2.6,6,6,4,6,TikTok,7
U4379,20,Female,3,6,9,2,3,Facebook,1
U4380,47,Female,6.4,10,7,7,2,LinkedIn,5
,18,Male,3.8,6,2,1,4,YouTube,7
U4382,47,Female,9.9,6,6,2,1,,7
U4383,49,Female,2.8,4,9,3,,X (Twitter),5
U4384,45,Female,8.3,5,8,1,3,Facebook,7
U4385,38,Female,1.9,,1,2,0,Facebook,8
U4386,30,Male,4.2,6,5,3,2,X (Twitter),10
U4387,44,Male,3.2,,6,7,,Facebook,5
U4388,53,Female,9.8,,9,5,5,LinkedIn,10
U4389,24,Female,1.2,5,,2,4,Instagram,6
U4390,39,Male,7.5,3,1,6,7,Facebook,7
U4391,27,Female,3.2,7,6,3,2,LinkedIn,7
U4392,56,Female,8.3,,9,2,4,,5
U4393,32,Female,3.8,2,6,1,5,Facebook,2
U4394,32,Male,2.7,9,7,7,2,X (Twitter),6
U4395,21,Female,7.2,5,10,7,2,TikTok,5
U4396,49,Female,3.3,7,4,6,7,X (Twitter),6
U4397,,Male,5.4,7,2,7,,YouTube,3
,23,Male,2.2,10,3,1,4,Instagram,1
U4399,41,Male,7.5,8,1,0,5,Facebook,9
U4400,37,Female,4.7,4,2,3,1,Instagram,10
,54,Male,2.3,7,7,6,5,LinkedIn,1
U4402,37,Male,7.7,3,9,2,4,,10
U4403,29,Male,1.9,9,9,5,6,LinkedIn,9
U4404,50,Male,6.2,8,9,2,1,LinkedIn,10
U4405,45,Male,6.5,10,1,2,0,TikTok,4
U4406,25,Female,9.4,9,7,4,6,Instagram,8
U4407,18,Female,2.4,2,7,3,7,Facebook,6
U4408,,Female,6.9,4,9,2,,TikTok,8
U4409,39,Male,4.4,1,9,6,1,YouTube,8
U4410,23,Male,4.6,8,1,0,5,LinkedIn,2
U4411,38,,5.5,4,10,7,0,,3
U4412,49,Male,,4,5,1,0,TikTok,9
U4413,52,Male,5.2,7,2,4,5,LinkedIn,2
U4414,32,Male,7.2,6,6,4,0,YouTube,4
U4415,22,Other,5.1,3,2,6,1,YouTube,1
U4416,23,Male,1.4,8,6,6,0,YouTube,4
U4417,42,Female,3.3,2,7,1,7,Facebook,3
U4418,57,Male,4.2,1,6,,6,TikTok,4
U4419,46,Male,,2,1,5,3,Facebook,3
U4420,24,Female,1.7,9,4,4,4,X (Twitter),5
U4421,57,Male,5,5,3,,3,LinkedIn,4
U4422,30,Male,7.2,5,5,0,3,Instagram,9
U4423,55,Other,1.4,6,7,1,6,TikTok,5
U4424,35,Female,,3,3,3,4,LinkedIn,5
U4425,19,Male,9.6,1,1,,7,LinkedIn,2
U4426,25,Male,1.1,8,9,6,3,TikTok,4
U4427,28,Female,2.7,7,6,4,0,Facebook,4
U4428,50,Female,5.9,8,6,2,2,X (Twitter),5
U4429,55,Male,3,9,4,5,3,TikTok,5
U4430,44,Male,7.9,2,1,2,5,X (Twitter),4
U4431,37,Female,3.8,5,9,0,6,Instagram,10
U4432,29,Male,3.6,2,10,3,4,TikTok,2
U4433,48,Male,,8,7,3,1,LinkedIn,7
U4434,,Female,3.4,4,10,5,1,LinkedIn,10
U4435,49,Male,3,4,7,7,7,X (Twitter),2
U4436,27,Female,4.1,10,7,4,7,X (Twitter),7
U4437,20,Female,2.3,8,7,5,0,X (Twitter),9
U4438,44,Female,6.4,7,8,4,3,X (Twitter),8
,52,,3.1,1,8,6,2,LinkedIn,9
U4440,48,Male,8.5,7,3,1,1,,8
U4441,32,Male,3.6,10,8,7,2,TikTok,2
U4442,33,Male,2.9,3,4,0,5,Facebook,9
U4443,30,Female,1.5,5,7,1,0,X (Twitter),7
U4444,52,Male,7.7,,5,1,5,,4
U4445,28,Male,5.6,6,4,3,,TikTok,10
U4446,38,Male,2,8,,4,4,,7
U4447,28,Male,3,,6,2,4,X (Twitter),9
U4448,47,Female,10,10,2,7,0,X (Twitter),1
U4449,52,Female,8.3,9,5,1,,TikTok,4
U4450,39,Female,4.1,6,8,0,2,Instagram,9
U4451,55,Female,,9,,1,7,,10
U4452,48,Female,4.7,4,5,,6,Facebook,4
U4453,31,Male,1.3,2,7,2,5,Instagram,7
U4454,41,Male,8,8,5,2,2,TikTok,2
U4455,49,Female,7.5,5,10,0,2,LinkedIn,3
U4456,,Male,4.7,2,9,6,6,TikTok,8
U4457,49,Male,8.6,6,9,5,0,TikTok,1
U4458,32,Other,5.8,3,8,2,1,LinkedIn,3
U4459,52,Male,1.6,,9,6,1,,8
U4460,20,,3.3,6,2,,7,YouTube,6
U4461,33,Female,,8,3,5,3,,10
U4462,22,Male,1.9,1,4,2,4,TikTok,9
U4463,38,Male,6.1,3,5,1,5,Facebook,5
U4464,27,Female,2.1,6,10,0,7,X (Twitter),9
U4465,36,Male,2.8,10,2,1,7,Facebook,9
U4466,42,Male,9,3,10,5,4,TikTok,10
U4467,21,Female,10,7,4,0,7,Instagram,8
U4468,46,Male,,6,4,2,7,YouTube,10
U4469,36,Male,6.6,9,5,2,7,YouTube,1
U4470,19,Male,8.2,6,6,4,3,LinkedIn,8
U4471,27,Female,7.3,7,1,6,,YouTube,8
U4472,42,Male,2.6,2,6,2,0,LinkedIn,10
U4473,37,Male,,,9,0,4,Instagram,10
U4474,36,Male,5.8,4,3,6,2,Instagram,3
U4475,40,Male,4.2,5,2,3,7,Instagram,9
U4476,41,Female,2.6,,8,0,1,Instagram,8
U4477,28,Female,7.6,10,2,6,7,Facebook,10
U4478,,Male,2.8,10,8,,2,X (Twitter),7
U4479,45,Male,3.3,10,10,2,3,Instagram,2
U4480,22,Male,3.6,7,4,3,0,LinkedIn,1
U4481,22,Female,2.5,4,9,,7,X (Twitter),5
U4482,38,Male,8.6,9,4,4,5,TikTok,1
U4483,29,,6.5,8,1,3,4,X (Twitter),4
U4484,21,Other,8.5,10,8,1,7,TikTok,4
U4485,59,Male,5.4,9,1,5,3,,2
U4486,37,Other,5.7,8,5,4,1,TikTok,4
U4487,55,Male,,5,7,0,7,Facebook,1
,42,Male,4.3,9,3,6,6,TikTok,2
,31,Female,5.5,5,6,6,1,YouTube,8
U4490,28,Male,5.9,8,1,7,6,YouTube,4
U4491,49,Male,9.6,4,6,7,5,LinkedIn,4
U4492,28,Male,8.9,5,5,7,0,X (Twitter),8
U4493,35,Other,2.2,,2,7,5,,9
U4494,44,,1.4,2,4,5,5,LinkedIn,8
U4495,35,Female,7.1,4,7,5,6,YouTube,1
U4496,40,Female,1.4,5,6,,,TikTok,8
U4497,28,Female,1.5,6,10,4,5,LinkedIn,9
,38,,2.4,4,6,,4,TikTok,4
U4499,22,Male,4.2,10,9,,1,Instagram,8
U4500,40,,4.9,4,2,6,3,LinkedIn,10
U4501,58,Male,5.7,6,1,1,1,Facebook,5
U4502,42,Male,9.9,7,2,3,4,TikTok,1
U4503,58,Male,4.5,7,3,5,2,LinkedIn,7
U4504,27,Male,3.2,4,9,4,7,LinkedIn,2
U4505,39,Female,6.2,5,10,5,1,YouTube,5
U4506,36,Female,2.9,3,9,2,,Facebook,1
U4507,18,Male,9.5,5,5,4,1,X (Twitter),5
U4508,24,Male,3.3,10,7,1,2,YouTube,6
U4509,21,Male,,5,3,3,4,YouTube,9
U4510,18,Male,4.8,4,10,2,3,X (Twitter),10
U4511,32,Male,8.3,6,2,4,4,TikTok,3
U4512,,Female,6.8,5,6,1,,X (Twitter),3
U4513,29,Male,9.4,8,6,0,5,YouTube,1
U4514,39,Male,6.6,2,5,0,7,TikTok,6
U4515,39,Male,6.2,6,1,1,3,LinkedIn,4
U4516,34,Other,6.9,2,10,6,2,,2
U4517,,Female,8.1,6,2,5,7,X (Twitter),4
U4518,31,Female,9.1,4,,7,0,TikTok,9
U4519,37,Male,3.4,,10,3,1,LinkedIn,3
,50,Male,2.8,6,2,6,1,Facebook,8
U4521,32,Male,1.3,,5,4,,TikTok,5
U4522,29,Male,4.3,7,10,6,4,LinkedIn,5
U4523,57,Female,8.6,3,4,6,2,LinkedIn,7
U4524,37,Male,1.6,10,10,4,2,,5
U4525,47,Male,,4,1,1,7,YouTube,7
U4526,55,Female,7.3,9,5,4,1,X (Twitter),2
U4527,20,Male,8.5,7,1,6,1,TikTok,1
U4528,45,Female,6.3,4,,3,5,Instagram,10
,43,Male,2.7,2,9,1,5,X (Twitter),7
U4530,47,Male,9.7,5,7,5,5,X (Twitter),5
U4531,30,Male,1.9,8,2,0,7,Instagram,7
U4532,30,Female,7.9,2,,0,2,TikTok,1
,,Male,1.8,9,4,2,2,Facebook,7
U4534,54,Male,2.3,5,7,5,4,YouTube,1
U4535,55,Male,9.1,6,4,5,1,Facebook,3
U4536,19,Female,7.8,7,9,0,2,YouTube,3
U4537,53,,4.3,9,3,4,6,YouTube,3
U4538,43,Male,6.7,7,6,3,7,X (Twitter),5
U4539,28,Male,5.1,4,5,6,7,YouTube,2
,25,Female,1.6,5,10,,0,,1
U4541,57,Female,7.5,3,8,2,0,,6
U4542,39,Female,7.9,1,1,7,6,YouTube,10
U4543,37,Male,,3,,5,0,Instagram,10
U4544,25,Male,5.9,1,2,4,6,,4
U4545,46,Female,7.1,5,7,6,3,X (Twitter),1
U4546,57,Female,4.9,7,1,5,0,,9
U4547,43,Female,3.9,9,5,6,6,TikTok,7
U4548,47,Male,,4,8,1,2,YouTube,6
U4549,34,Female,9.2,10,10,2,3,,4
U4550,,,2.5,,5,4,6,TikTok,7
U4551,33,,3.2,1,5,1,5,Instagram,7
U4552,24,Male,6.5,7,9,0,1,X (Twitter),8
U4553,,,2,3,5,0,2,LinkedIn,9
U4554,44,Female,9,1,1,1,0,Instagram,10
U4555,40,Female,1.4,4,,6,5,LinkedIn,1
U4556,41,Female,7.8,9,5,2,,X (Twitter),3
U4557,26,Other,4.4,6,8,1,1,X (Twitter),6
U4558,52,Other,1.5,6,10,5,5,TikTok,5
U4559,37,Male,8.6,,2,7,0,Instagram,10
U4560,54,Female,6.8,1,4,4,,Instagram,9
U4561,59,Female,1.1,,4,5,4,LinkedIn,10
U4562,34,,3.4,4,3,5,3,X (Twitter),2
U4563,48,Male,4.2,4,6,1,5,Instagram,4
U4564,25,Male,3.9,7,10,4,1,YouTube,5
U4565,32,Female,5.5,2,2,4,,Instagram,6
U4566,48,Male,5.7,5,3,0,4,Facebook,10
U4567,47,Female,4.6,7,2,4,3,Instagram,3
U4568,37,Female,4,3,10,3,0,YouTube,2
U4569,56,Female,5.5,2,8,7,2,LinkedIn,8
U4570,29,Male,1.3,1,,5,4,Instagram,9
,34,Male,6.8,5,,0,1,YouTube,2
U4572,59,Male,6.5,5,,5,0,Facebook,3
U4573,47,Male,3.5,4,1,0,1,LinkedIn,6
U4574,46,Female,2.6,8,7,1,2,TikTok,5
U4575,36,Female,1.7,2,6,6,1,X (Twitter),8
U4576,28,Male,6.3,4,10,4,4,X (Twitter),5
U4577,51,Female,6.1,5,,5,3,X (Twitter),9
U4578,24,Male,5.8,9,9,1,6,Facebook,1
